Datas,"EVAPORACAO DO PICHE, DIARIA(mm)","INSOLACAO TOTAL, DIARIO(h)","PRECIPITACAO TOTAL, DIARIO(mm)","TEMPERATURA MAXIMA, DIARIA(°C)","TEMPERATURA MEDIA COMPENSADA, DIARIA(°C)","TEMPERATURA MINIMA, DIARIA(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA(%)","VENTO, VELOCIDADE MEDIA DIARIA(m/s)",Unnamed: 10,"EVAPREF, DIARIA(mm)"
1976-08-13,,,,,,,,,,,
1976-08-14,,,,,,,,,,,
1976-08-15,,,,,,,,,,,
1976-08-16,,,,,,,,,,,
1976-08-17,,,,,,,,,,,
1976-08-18,,,,,,,,,,,
1976-08-19,,,,,,,,,,,
1976-08-20,,,,,,,,,,,
1976-08-21,,,,,,,,,,,
1976-08-22,,,,,,,,,,,
1976-08-23,,,,,,,,,,,
1976-08-24,,,,,,,,,,,
1976-08-25,,,,,,,,,,,
1976-08-26,,,,,,,,,,,
1976-08-27,,,,,,,,,,,
1976-08-28,,,,,,,,,,,
1976-08-29,,,,,,,,,,,
1976-08-30,,,,,,,,,,,
1976-08-31,,,,,,,,,,,
1976-09-01,5.7,11.2,,34.3,22.5,,45.75,32.0,2.333333,,
1976-09-02,4.5,11.3,0.0,34.7,22.1,,43.5,27.0,1.333333,,
1976-09-03,2.2,10.7,0.0,35.1,23.0,,38.75,26.0,2.666667,,
1976-09-04,7.3,10.2,0.0,35.3,22.7,,47.5,30.0,1.333333,,
1976-09-05,8.3,10.7,0.0,35.5,22.6,,46.75,26.0,0.666667,,
1976-09-06,8.3,10.3,0.0,34.7,22.9,,51.75,36.0,1.0,,
1976-09-07,6.5,7.1,0.0,33.7,22.8,,56.75,43.0,1.0,,
1976-09-08,5.5,8.6,0.0,33.9,22.9,,56.5,40.0,1.333333,,
1976-09-09,5.5,3.5,0.0,31.3,21.9,,67.5,54.0,1.666667,,
1976-09-10,3.5,7.4,0.0,34.1,22.7,,57.0,41.0,1.0,,
1976-09-11,5.1,6.6,0.0,33.7,22.0,,60.75,43.0,0.666667,,
1976-09-12,3.2,7.5,0.0,33.7,22.7,,66.75,62.0,2.0,,
1976-09-13,5.2,10.1,0.0,35.3,23.4,,51.5,29.0,2.333333,,
1976-09-14,7.6,9.8,0.0,34.3,22.7,,48.75,35.0,1.333333,,
1976-09-15,6.9,10.8,0.0,35.7,23.3,,46.0,28.0,2.0,,
1976-09-16,8.5,10.9,0.0,35.1,23.6,,51.0,35.0,1.666667,,
1976-09-17,7.1,10.5,0.0,35.7,23.0,,47.5,28.0,1.333333,,
1976-09-18,7.9,10.0,0.0,34.7,22.8,,51.25,32.0,1.333333,,
1976-09-19,6.8,9.5,0.0,34.9,23.1,,51.5,34.0,1.666667,,
1976-09-20,7.3,9.3,0.0,34.7,22.8,,49.0,31.0,1.333333,,
1976-09-21,6.3,10.5,0.0,35.1,22.6,,48.75,30.0,1.333333,,
1976-09-22,8.6,10.7,0.0,35.9,22.6,,46.5,24.0,1.333333,,
1976-09-23,9.3,4.5,0.0,33.7,23.1,,56.25,41.0,2.0,,
1976-09-24,5.6,1.4,4.7,,,,79.25,58.0,1.333333,,
1976-09-25,1.8,4.3,1.1,31.9,21.7,,73.75,59.0,1.666667,,
1976-09-26,3.9,3.4,0.0,35.3,22.7,,68.5,56.0,1.666667,,
1976-09-27,4.1,7.2,0.8,34.9,23.1,,64.25,39.0,2.333333,,
1976-09-28,6.2,7.9,0.0,34.7,23.4,,59.75,37.0,1.333333,,
1976-09-29,5.9,0.0,11.8,28.5,19.5,,96.25,64.0,2.0,,
1976-09-30,0.4,5.7,11.0,31.5,24.68,21.1,81.0,57.0,1.666667,,3.92228915064
1976-10-01,1.6,1.2,14.2,28.1,24.38,21.9,85.25,66.0,1.0,,2.51811638425
1976-10-02,3.3,4.7,0.0,31.1,25.98,21.2,78.75,56.0,1.0,,3.59710956295
1976-10-03,2.8,1.4,1.0,26.5,23.36,21.3,88.25,80.0,1.333333,,2.48562142561
1976-10-04,2.1,4.6,0.0,31.3,20.7,,71.25,49.0,1.333333,,
1976-10-05,4.5,8.0,0.0,33.1,27.12,22.1,63.25,41.0,2.666667,,5.38761684639
1976-10-06,5.9,10.3,0.0,34.5,27.84,21.1,61.25,42.0,0.666667,,5.2191784898
1976-10-07,5.6,0.0,0.4,27.3,19.1,,92.5,73.0,1.333333,,
1976-10-08,0.6,1.0,20.8,27.5,23.36,20.9,86.25,69.0,2.666667,,2.55968822782
1976-10-09,2.7,9.4,0.0,35.9,26.16,19.5,71.5,50.0,2.0,,5.43501177411
1976-10-10,5.1,8.6,0.0,32.7,26.16,21.7,72.0,48.0,1.333333,,4.89820374353
1976-10-11,4.0,11.2,0.0,34.7,26.56,20.3,69.0,40.0,1.333333,,5.69387336482
1976-10-12,5.8,5.7,0.0,32.7,26.44,21.1,67.75,46.0,1.0,,4.07964276172
1976-10-13,5.0,4.5,0.0,31.5,20.9,,79.75,62.0,2.0,,
1976-10-14,3.0,2.9,27.4,28.5,24.92,22.5,84.5,71.0,1.333333,,3.06150865244
1976-10-15,2.6,5.6,2.4,31.1,26.4,22.1,71.5,60.0,2.666667,,4.42305063676
1976-10-16,4.6,11.4,0.0,32.7,26.2,19.9,66.25,46.0,1.333333,,5.58334145846
1976-10-17,6.3,11.6,0.0,33.3,27.8,22.3,58.25,41.0,2.666667,,6.4336653433
1976-10-18,7.0,11.3,0.0,34.7,22.8,,61.0,40.0,2.0,,
