Datas,"EVAPORACAO DO PICHE, DIARIA(mm)","INSOLACAO TOTAL, DIARIO(h)","PRECIPITACAO TOTAL, DIARIO(mm)","TEMPERATURA MAXIMA, DIARIA(°C)","TEMPERATURA MEDIA COMPENSADA, DIARIA(°C)","TEMPERATURA MINIMA, DIARIA(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA(%)","VENTO, VELOCIDADE MEDIA DIARIA(m/s)",Unnamed: 10,"EVAPREF, DIARIA(mm)"
1976-08-14,,,,,,,,,,,
1976-08-15,,,,,,,,,,,
1976-08-16,,,,,,,,,,,
1976-08-17,,,,,,,,,,,
1976-08-18,,,,,,,,,,,
1976-08-19,,,,,,,,,,,
1976-08-20,,,,,,,,,,,
1976-08-21,,,,,,,,,,,
1976-08-22,,,,,,,,,,,
1976-08-23,,,,,,,,,,,
1976-08-24,,,,,,,,,,,
1976-08-25,,,,,,,,,,,
1976-08-26,,,,,,,,,,,
1976-08-27,,,,,,,,,,,
1976-08-28,,,,,,,,,,,
1976-08-29,,,,,,,,,,,
1976-08-30,,,,,,,,,,,
1976-08-31,,,,,,,,,,,
1976-09-01,,9.0,,34.6,22.3,,68.0,39.0,2.633333,,
1976-09-02,7.6,10.3,0.0,34.5,27.18,21.7,61.75,44.0,1.266667,,5.23900117382
1976-09-03,7.1,10.5,0.0,35.0,22.9,,63.5,39.0,2.866667,,
1976-09-04,2.2,10.5,0.0,35.2,27.26,19.6,61.25,37.0,2.533333,,5.8323883827
1976-09-05,7.8,8.9,0.0,34.7,27.4,20.9,63.75,43.0,2.733333,,5.49894795253
1976-09-06,5.7,2.4,0.0,33.4,27.14,20.8,66.5,47.0,2.966667,,3.96129357721
1976-09-07,5.5,8.2,0.0,34.3,27.1,21.1,66.75,47.0,3.4,,5.43724456599
1976-09-08,5.9,9.3,0.0,34.3,25.78,20.2,74.25,46.0,4.1,,5.41774814704
1976-09-09,3.8,7.7,17.3,35.6,26.4,19.7,70.75,49.0,2.233333,,4.8940598988
1976-09-10,4.8,10.3,3.9,34.2,26.56,20.6,67.0,42.0,3.066667,,5.77419503005
