Datas,"EVAPORACAO DO PICHE, DIARIA(mm)","INSOLACAO TOTAL, DIARIO(h)","PRECIPITACAO TOTAL, DIARIO(mm)","TEMPERATURA MAXIMA, DIARIA(°C)","TEMPERATURA MEDIA COMPENSADA, DIARIA(°C)","TEMPERATURA MINIMA, DIARIA(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA(%)","VENTO, VELOCIDADE MEDIA DIARIA(m/s)",Unnamed: 10,"tmean, (°C)","rhmean, (%)","U2, (m/s)",lat,"lat, (rad)","elev, (m)","P, (kPa)","J, (day)","ird, (rad)","solardecli, (rad)","sunsethra, (rad)","daylighthr(N), (hour)",kRs,"Ra, (MJ m-2 day-1)","Rs, (MJ m-2 day-1)","Rso, (MJ m-2 day-1)","Rns, (MJ m-2 day-1)","delta_spv, (kPa degC-1)","es, (kPa)","ea, (kPa)","psy, (kPa degC-1)","G, (MJ m-2 day-1)","Rnl, (MJ m-2 day-1)","Rn, (MJ m-2 day-1)","Eto-HS, (mm)","Eto-PM, (mm)","Evap Equi, (mm)","Kp, tanqueCLA","Evap tanqueCLA, (mm)"
1976-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-01,,,,23.6,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-02,,,,24.8,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-03,,,,24.6,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-04,,,,26.2,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-05,,,,28.8,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-06,,,,30.8,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-07,,,,30.8,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-08,,,,31.0,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-09,,,,31.6,,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-10,,,,31.0,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-11,,,,21.8,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-12,,,,31.6,,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-13,,,,31.0,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-14,,,,32.6,,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-15,,,,31.4,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-16,,,,30.2,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-17,,,,32.2,,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-18,,,,32.4,,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-19,,,,32.6,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-20,,,,30.4,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-21,,,,29.2,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-07-22,,,,29.2,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
